Sentiment,SentimentText
1,పోషకాహారం వల్లే బాలిక మృతి చెందిందని వైద్యులు తెలిపారు. బాలిక మృతి పట్ల ఛత్తీస్‌గఢ్‌ ప్రభుత్వం తీవ్ర దిగ్భ్రాంతి వ్యక్తం చేసింది. 
0,బాలిక కుటుంబానికి రూ. లక్షా ఎక్స్‌గ్రేషియా ప్రకటించింది ప్రభుత్వం. 
0,రహదారి వెంట వెళ్తే పోలీసులు అడ్డుకుంటారని భావించి.. వారు అడవి మార్గాన్ని ఎంచుకున్నారు. .
1,త‌మ‌కిష్ట‌మైన ప‌నులు చేస్తూ టైంపాస్ చేస్తున్నారు. 
1,మ‌రి క‌రోనా బారిన ప‌డిన వారి ప‌రిస్థితి ఏమిటి..? 
0,ఇంకేముంది ఐసోలేష‌న్ వార్డులో ఉన్న‌వారంతా పంజాబి పాట‌లు పెట్టుకుని ఎంజాయ్ చేస్తున్నారు. 
0,ఆస్ప‌త్రి లో బిక్కుబిక్కుమంటూ గ‌డప‌డ‌మేన‌నుకుంటున్నారా..? ఈ వీడియో చూస్తే అలాంటిదేమి లేద‌నిపిస్తోంది.
1,పేషంట్లు ముఖాల‌కు మాస్కులు పెట్టుకుని..
1,"త‌మ బెడ్ల‌పై కూర్చొని డ్యాన్స్ చేస్తున్న వీడియో హ‌ల్‌చ‌ల్ చేస్తోంది.  పేషంట్లు సామాజిక దూరాన్ని పాటిస్తున్నార‌ని, "
0, క‌రోనా పాజిటివ్ వ‌చ్చిన వారిని జ‌లంధ‌ర్ లోని ఆస్ప‌త్రికి త‌ర‌లించి ప్ర‌త్యేక ఐసోలేష‌న్ వార్డుల్లో చికిత్స‌నందిస్తున్నారు.
1, ఐసోలేష‌న్ వార్డుల్లో రోగుల‌కు ఏమాత్రం బోరు కొట్టుకుండా టీవీలు ఏర్పాటుచేశారు.
0,ఎవ‌రి బెడ్ల‌పై వారుండి డ్యాన్స్ చేశార‌ని ఆస్ప‌త్రి ఉన్న‌తాధికారి క‌శ్మీరీలాల్ తెలిపారు. 
1,హైదరాబాద్‌ : నగరంలోని బంజారహిల్స్‌లో రోడ్డుపైన పులి సంచరించిందని ఇవాళ ఉదయం నుంచి ఓ వీడియో వైరల్‌ అయింది. 
0,అయింది. కొన్ని వెబ్‌సైట్లలో సైతం వార్త రాసి వీడియోను అప్‌లోడ్‌ చేశారు. 
0,"వాట్సాప్‌, ఫేస్‌బుక్‌లలో వీడియో పోస్ట్‌ చేయడంతో విపరీతంగా వైరల్‌ "
0,బసవతారకం కేన్సర్‌ ఆసుపత్రి నుంచి జూబ్లీహిల్స్‌ అపోలో ఆసుత్రి రూట్‌లో కేబీఆర్‌పార్క్‌నుంచి పులి రోడ్డు దాటిందని పుకార్లు పుట్టించారు 
1,. క్షణాల్లో ఈ వీడియోను సోషల్‌మీడియాలో వీపరీతంగా షేర్‌ చేశారు.
0,లాక్‌డౌన్‌లో పెండ్లి చేసుకోవాల్సిన జంట‌లు పోస్ట్‌పోన్ చేసుకుంటున్నారు. 
1,ఇలాంటి మంచి ముహుర్తం మ‌ళ్లీ రాద‌ని సామాజిక దూరం పాటించి వివాహం చేసుకున్న వారినీ చూశాం.
1,  ఎస్పీ  దేవ‌రంజ‌న్ వ‌ర్మ చెప్పారు. 14 రోజుల వ్య‌వ‌ధిలో ప్ర‌తికూలంగా వ‌స్తే వారిని వెళ్ల‌డానికి అనుమ‌తి ఇస్తామ‌ని చెబుతున్నారు. 
0,"చౌహాన్‌, ముగ్గురు స్నేహితులు జిల్లాలోకి ప్ర‌వేశించ‌గానే నిర్బంధ కేంద్రానికి పంపించామ‌నిబ‌ల్రాంపూర్‌"
0, ఇక‌పోతే.. జూమ్ యాప్‌లో వీడియో కాన్ఫెరెన్స్ ద్వారా కూడా మ‌నువాడుతున్నారు.
0, వీరంద‌రికీ భిన్నంగా సోను కుమార్ చౌహాన్ అనే యువ‌కుడు పెండ్లి చేసుకోవ‌డానికి సైకిల్‌పై పంజాబ్‌లోని లూధియానా నుంచి యూపీకి 850 కి.మీ. ప్ర‌యాణం చేశాడు
1,". అది కూడా సైకిల్ మీద‌. ముగ్గురు స్నేహితుల‌తో క‌లిసి ప‌గ‌లు, రాత్రి తేడా లేకుండా వంద‌ల కి.మీ. "
0,ప్ర‌యాణం చేసి ఏప్రిల్ 19న బ‌ల్రాంపూర్‌కు చేరుకున్నారు. వివాహ ముహుర్తం ఏప్రిల్ 15. అత‌ను ఆ ప్ర‌దేశానికి చేరుకునే స‌రికే స‌మ‌యం కూడా దాటిపోయింది. 
